B01002_001E,B01003_001E,B17001_002E,B19013_001E,B19301_001E,NAME,zip code tabulation area
48.7,3903,381,45700,25415,ZCTA5 69201,69201
46.9,2478,403,33237,21460,ZCTA5 69210,69210
47.3,307,24,48333,28815,ZCTA5 69211,69211
39.9,361,1,54185,23653,ZCTA5 69212,69212
42.5,244,7,47375,37552,ZCTA5 69214,69214
41.1,167,55,45625,25070,ZCTA5 69216,69216
43.3,482,77,30682,17163,ZCTA5 69217,69217
30.3,186,102,36875,14235,ZCTA5 69218,69218
27.2,156,0,63681,19503,ZCTA5 69219,69219
51.1,56,0,53472,32684,ZCTA5 69220,69220
45.3,205,35,37667,23060,ZCTA5 69221,69221
40.9,10189,2530,45934,24968,ZCTA5 69301,69301
34.2,33,3,,10233,ZCTA5 69331,69331
44.7,223,22,52813,27139,ZCTA5 69333,69333
46.5,2305,279,43575,21241,ZCTA5 69334,69334
,5,0,,,ZCTA5 69335,69335
39.4,2540,332,45591,23264,ZCTA5 69336,69336
30.2,7390,1209,39746,20416,ZCTA5 69337,69337
48.4,1490,259,42353,24930,ZCTA5 69339,69339
26.8,171,12,70724,29255,ZCTA5 69340,69340
38.3,10734,1064,50060,26471,ZCTA5 69341,69341
46.1,2583,534,40095,24706,ZCTA5 69343,69343
48.4,546,101,36719,27439,ZCTA5 69345,69345
54.1,516,91,27813,36162,ZCTA5 69346,69346
52.6,1113,132,40250,23501,ZCTA5 69347,69347
40.3,1415,160,51583,25988,ZCTA5 69348,69348
52.8,307,60,40714,20788,ZCTA5 69350,69350
32.5,129,22,39688,16048,ZCTA5 69351,69351
34,760,191,47361,21451,ZCTA5 69352,69352
56.5,18,6,11250,18506,ZCTA5 69353,69353
48.3,107,23,22500,11712,ZCTA5 69354,69354
28.7,159,43,46250,14096,ZCTA5 69355,69355
38,1905,159,50000,23026,ZCTA5 69356,69356
41.5,3609,455,43053,22178,ZCTA5 69357,69357
42.3,1684,346,41781,23171,ZCTA5 69358,69358
46.8,1451,231,33074,20147,ZCTA5 69360,69360
38.9,18225,2657,39206,21912,ZCTA5 69361,69361
49.6,21,0,,27586,ZCTA5 69365,69365
24.9,297,48,29833,15458,ZCTA5 69366,69366
37.3,268,53,52813,21143,ZCTA5 69367,69367
37.5,38844,5463,47075,30771,ZCTA5 70001,70001
39.8,18453,2657,52132,36529,ZCTA5 70002,70002
41.4,39446,3497,55614,28298,ZCTA5 70003,70003
42.7,25071,2738,55561,41786,ZCTA5 70005,70005
38,16064,2088,55361,29670,ZCTA5 70006,70006
38.6,4674,551,65744,28457,ZCTA5 70030,70030
46.2,1204,71,61250,33250,ZCTA5 70031,70031
33.7,4305,861,39886,19535,ZCTA5 70032,70032
59.9,1057,176,67578,39864,ZCTA5 70036,70036
34.4,16412,1424,64423,28032,ZCTA5 70037,70037
38.6,437,255,24583,19168,ZCTA5 70038,70038
31.5,2044,247,47750,21434,ZCTA5 70039,70039
43.2,1415,356,35921,20036,ZCTA5 70040,70040
45.7,2153,442,47703,25234,ZCTA5 70041,70041
31.8,18019,3789,39461,21237,ZCTA5 70043,70043
39.8,12943,1191,67107,30774,ZCTA5 70047,70047
41.7,2175,604,41227,17622,ZCTA5 70049,70049
,14,14,,,ZCTA5 70050,70050
43.7,1802,537,39583,24060,ZCTA5 70051,70051
35.2,3677,838,44760,22159,ZCTA5 70052,70052
35.9,16617,4371,32561,20307,ZCTA5 70053,70053
34.5,39917,6867,50672,24355,ZCTA5 70056,70056
36.9,4642,949,42262,20217,ZCTA5 70057,70057
34.5,39499,8561,47898,22458,ZCTA5 70058,70058
37.5,17348,4286,34778,17844,ZCTA5 70062,70062
39.1,50989,5737,53282,28849,ZCTA5 70065,70065
39.6,3220,280,49761,24817,ZCTA5 70067,70067
34.7,34192,4227,54048,22243,ZCTA5 70068,70068
37.5,12584,1473,61760,28594,ZCTA5 70070,70070
36.4,3599,553,60536,26674,ZCTA5 70071,70071
37,56088,11832,41948,21205,ZCTA5 70072,70072
33.1,4527,405,60135,21869,ZCTA5 70075,70075
13.6,390,210,31250,6969,ZCTA5 70076,70076
37,3093,375,56100,25786,ZCTA5 70079,70079
46.1,1041,163,61806,22885,ZCTA5 70080,70080
37,259,0,84643,23514,ZCTA5 70082,70082
39.5,2415,376,40194,16833,ZCTA5 70083,70083
39.2,7419,1498,47721,20183,ZCTA5 70084,70084
37.3,4239,813,36185,17125,ZCTA5 70085,70085
29.3,2383,578,32656,14872,ZCTA5 70086,70086
33.3,8871,1538,48125,21719,ZCTA5 70087,70087
42.3,7767,546,60000,25609,ZCTA5 70090,70090
25,280,80,41591,14760,ZCTA5 70091,70091
32.8,7760,1329,41236,19450,ZCTA5 70092,70092
36.2,31549,7881,34922,17845,ZCTA5 70094,70094
29.9,3489,1706,20457,26012,ZCTA5 70112,70112
35.7,8154,3638,18446,14380,ZCTA5 70113,70113
33.5,25161,8059,31537,17974,ZCTA5 70114,70114
36.9,34633,7220,50765,42425,ZCTA5 70115,70115
42.3,12069,3593,33091,34167,ZCTA5 70116,70116
39,21488,6896,26431,18744,ZCTA5 70117,70117
30.6,33036,8462,39576,30677,ZCTA5 70118,70118
34.6,36558,11559,29071,21062,ZCTA5 70119,70119
46.5,11735,1917,39350,26281,ZCTA5 70121,70121
37.2,31187,7547,37433,23123,ZCTA5 70122,70122
43.9,26726,2422,59087,36550,ZCTA5 70123,70123
37.5,18546,1315,74683,44865,ZCTA5 70124,70124
32.2,16117,4374,38912,25525,ZCTA5 70125,70125
34.9,23327,8099,27823,15572,ZCTA5 70126,70126
29.9,22490,7956,27096,14864,ZCTA5 70127,70127
33.9,17911,4162,40168,20203,ZCTA5 70128,70128
34,9603,2739,34635,15265,ZCTA5 70129,70129
36,13870,2835,50914,51579,ZCTA5 70130,70130
36.9,29374,4442,50934,28827,ZCTA5 70131,70131
,0,0,,,ZCTA5 70139,70139
,0,0,,,ZCTA5 70163,70163
36.7,43699,5956,50428,25208,ZCTA5 70301,70301
43.4,5983,691,52574,26160,ZCTA5 70339,70339
35.5,214,123,14348,6643,ZCTA5 70340,70340
38.6,4369,1044,28670,17720,ZCTA5 70341,70341
30.8,4983,833,45518,23319,ZCTA5 70342,70342
34.3,5115,473,67621,26481,ZCTA5 70343,70343
36.2,6430,1197,43074,18642,ZCTA5 70344,70344
35,9421,950,56941,23231,ZCTA5 70345,70345
34.7,11282,3057,35586,18635,ZCTA5 70346,70346
48.9,207,10,39792,20154,ZCTA5 70352,70352
45.1,873,306,55333,21522,ZCTA5 70353,70353
39.9,4490,762,42350,21801,ZCTA5 70354,70354
36.7,1189,135,42770,20348,ZCTA5 70355,70355
37.8,2265,980,19135,15859,ZCTA5 70356,70356
38.8,3151,489,50000,26801,ZCTA5 70357,70357
46.4,854,132,39886,20292,ZCTA5 70358,70358
30.9,8510,1363,46577,21422,ZCTA5 70359,70359
37.3,26718,2508,66316,31192,ZCTA5 70360,70360
32.8,27182,5412,45722,19456,ZCTA5 70363,70363
34.2,29909,4794,51060,23535,ZCTA5 70364,70364
38.4,2474,386,44202,21416,ZCTA5 70372,70372
39.4,6633,1005,44901,24096,ZCTA5 70373,70373
37.2,7251,910,53410,28491,ZCTA5 70374,70374
38.4,131,0,,29577,ZCTA5 70375,70375
43.7,4679,709,51176,19907,ZCTA5 70377,70377
38.8,22591,4745,43417,22338,ZCTA5 70380,70380
38.7,7360,1841,45774,20985,ZCTA5 70390,70390
52.9,246,13,62647,24694,ZCTA5 70391,70391
35.3,8433,1374,50748,23148,ZCTA5 70392,70392
36.3,476,55,17465,14559,ZCTA5 70393,70393
36.5,14606,2150,48196,24991,ZCTA5 70394,70394
36.9,5112,1045,47304,33652,ZCTA5 70395,70395
25.9,1645,901,30893,11525,ZCTA5 70397,70397
30.1,20681,4964,36727,24123,ZCTA5 70401,70401
19.7,1054,0,,3140,ZCTA5 70402,70402
34.6,26041,6071,39793,21625,ZCTA5 70403,70403
38.9,9243,1606,60976,25613,ZCTA5 70420,70420
33.6,15082,3277,36263,17851,ZCTA5 70422,70422
37.3,6649,1436,31028,13723,ZCTA5 70426,70426
38.3,19880,5939,29319,17191,ZCTA5 70427,70427
46.9,4860,144,64877,30415,ZCTA5 70431,70431
40.6,31031,3714,62889,34147,ZCTA5 70433,70433
40.4,17629,1531,59045,28665,ZCTA5 70435,70435
57.5,679,179,21000,11618,ZCTA5 70436,70436
45.7,7927,889,47806,25995,ZCTA5 70437,70437
40.6,17868,3532,35622,20447,ZCTA5 70438,70438
36.5,4796,1902,30759,19182,ZCTA5 70441,70441
65.2,203,45,45673,46162,ZCTA5 70442,70442
34.1,9318,2958,35408,17246,ZCTA5 70443,70443
40.8,9745,2186,32477,19800,ZCTA5 70444,70444
43.4,10898,1873,42603,24681,ZCTA5 70445,70445
36.8,6357,605,58224,21874,ZCTA5 70446,70446
33.9,10900,271,96146,41862,ZCTA5 70447,70447
40,24901,814,79838,36180,ZCTA5 70448,70448
45.3,3849,524,48857,30133,ZCTA5 70449,70449
37.9,2955,742,25327,15707,ZCTA5 70450,70450
33.1,52,33,,14313,ZCTA5 70451,70451
43.8,11667,1992,47909,24026,ZCTA5 70452,70452
37.5,1059,301,75096,21105,ZCTA5 70453,70453
36.2,26413,2888,52638,24740,ZCTA5 70454,70454
41,1229,282,34727,15952,ZCTA5 70455,70455
31.8,2980,706,30930,13452,ZCTA5 70456,70456
39.3,35971,4198,52571,26698,ZCTA5 70458,70458
34.5,22106,3538,43944,22361,ZCTA5 70460,70460
37.9,28194,3096,59006,27864,ZCTA5 70461,70461
41.1,5224,944,46042,26282,ZCTA5 70462,70462
47.9,115,1,75485,41159,ZCTA5 70463,70463
31.5,623,324,14859,13722,ZCTA5 70464,70464
36.1,661,232,26053,13621,ZCTA5 70465,70465
33.2,8670,2172,40440,18794,ZCTA5 70466,70466
41.1,21429,876,80132,41063,ZCTA5 70471,70471
35.3,29360,9404,24411,15707,ZCTA5 70501,70501
34.5,28097,2401,64778,36639,ZCTA5 70503,70503
31.8,43797,9335,43491,25212,ZCTA5 70506,70506
33.4,16755,2654,53289,26085,ZCTA5 70507,70507
34.8,36238,3337,69131,38622,ZCTA5 70508,70508
37.1,25353,4627,41077,21704,ZCTA5 70510,70510
38.9,10199,1841,47027,20128,ZCTA5 70512,70512
51.6,105,0,,81946,ZCTA5 70513,70513
42.7,2188,572,30865,19476,ZCTA5 70514,70514
32.4,3694,783,37391,16088,ZCTA5 70515,70515
39.6,1059,113,66250,22861,ZCTA5 70516,70516
35.4,26453,4660,42767,22239,ZCTA5 70517,70517
35.2,12761,2327,62279,34999,ZCTA5 70518,70518
52.3,132,0,56906,44810,ZCTA5 70519,70519
34.1,19164,2870,50129,25130,ZCTA5 70520,70520
48.6,625,139,26250,15142,ZCTA5 70523,70523
45.7,492,71,47115,18482,ZCTA5 70524,70524
31.6,13480,3141,35788,20154,ZCTA5 70525,70525
34.5,20062,4713,34447,17900,ZCTA5 70526,70526
36.1,2388,293,41923,19933,ZCTA5 70528,70528
32.1,11564,1858,44354,26034,ZCTA5 70529,70529
39,1177,224,35133,18026,ZCTA5 70531,70531
42.3,2720,504,44795,23195,ZCTA5 70532,70532
38.8,6952,1092,48112,22245,ZCTA5 70533,70533
32.2,1039,52,60833,22754,ZCTA5 70534,70534
36.3,18022,3462,39645,20375,ZCTA5 70535,70535
44.9,550,87,33875,17692,ZCTA5 70537,70537
38.8,14767,3320,37010,19944,ZCTA5 70538,70538
32.4,381,63,31467,23026,ZCTA5 70541,70541
38.8,3458,411,45438,23170,ZCTA5 70542,70542
34.5,4304,396,43567,20169,ZCTA5 70543,70543
36.1,11619,3056,36598,18510,ZCTA5 70544,70544
35.9,16119,2741,41711,21222,ZCTA5 70546,70546
38.2,10028,2044,37330,20656,ZCTA5 70548,70548
40.6,4125,1121,33182,19041,ZCTA5 70549,70549
34,323,0,,52356,ZCTA5 70550,70550
35.7,1639,236,40571,23679,ZCTA5 70552,70552
32.6,5832,1481,25198,15979,ZCTA5 70554,70554
33.1,8508,1091,61971,27190,ZCTA5 70555,70555
27.6,278,83,22604,21309,ZCTA5 70556,70556
,93,0,,,ZCTA5 70558,70558
34.5,2278,191,37875,22352,ZCTA5 70559,70559
34.1,42529,9539,40663,19700,ZCTA5 70560,70560
39.2,18592,1844,62208,33352,ZCTA5 70563,70563
35.1,39387,12706,31958,17373,ZCTA5 70570,70570
80.2,36,0,,24372,ZCTA5 70575,70575
32.2,1633,221,38500,13530,ZCTA5 70576,70576
30.4,4641,1002,42784,20149,ZCTA5 70577,70577
39.3,16425,2368,42263,21921,ZCTA5 70578,70578
49.1,75,41,,8541,ZCTA5 70580,70580
53.2,817,95,45167,27015,ZCTA5 70581,70581
37.6,19483,3669,37292,20783,ZCTA5 70582,70582
38.5,10468,1567,48964,26249,ZCTA5 70583,70583
35.9,7534,1495,50775,24031,ZCTA5 70584,70584
44.3,207,15,82250,34930,ZCTA5 70585,70585
37,19688,4597,33019,19009,ZCTA5 70586,70586
40.8,3011,534,35625,22553,ZCTA5 70589,70589
35.1,5233,848,40381,18766,ZCTA5 70591,70591
33.1,19749,1966,82115,32578,ZCTA5 70592,70592
37.6,31403,8056,29882,19235,ZCTA5 70601,70601
38.1,34320,2751,57490,35541,ZCTA5 70605,70605
31.6,26446,5961,36201,20473,ZCTA5 70607,70607
37.2,19313,1018,65534,28634,ZCTA5 70611,70611
35.3,12721,2599,32711,17960,ZCTA5 70615,70615
41.3,1231,42,72649,29913,ZCTA5 70630,70630
45.4,821,147,63571,31951,ZCTA5 70631,70631
51.1,425,0,59219,26735,ZCTA5 70632,70632
37.9,7449,1353,39311,19941,ZCTA5 70633,70633
36.1,24766,4488,46123,22405,ZCTA5 70634,70634
23.8,785,11,49291,20838,ZCTA5 70637,70637
31.3,866,124,50769,19352,ZCTA5 70638,70638
36.8,578,87,34398,17351,ZCTA5 70639,70639
42.1,303,47,27750,14077,ZCTA5 70640,70640
33.8,326,121,51250,28694,ZCTA5 70643,70643
19.5,218,0,47768,16774,ZCTA5 70644,70644
42.9,1265,35,62895,33943,ZCTA5 70645,70645
22.6,625,231,52596,11092,ZCTA5 70646,70646
36,8862,1140,53397,24145,ZCTA5 70647,70647
38.6,8535,1038,41967,18514,ZCTA5 70648,70648
30.8,418,0,83529,26552,ZCTA5 70650,70650
39.5,204,49,64688,25747,ZCTA5 70651,70651
36.3,2219,329,46856,27155,ZCTA5 70652,70652
41,3056,597,41607,22408,ZCTA5 70653,70653
47.3,131,0,67670,21750,ZCTA5 70654,70654
39.2,3136,491,36447,20264,ZCTA5 70655,70655
39.2,3569,516,34637,20876,ZCTA5 70656,70656
34.6,5201,859,54138,24196,ZCTA5 70657,70657
35.2,1263,51,50372,24537,ZCTA5 70658,70658
34.9,1407,385,44167,21289,ZCTA5 70659,70659
41.2,3228,208,54353,15464,ZCTA5 70660,70660
39.3,2189,526,29412,19315,ZCTA5 70661,70661
35,483,51,24894,19458,ZCTA5 70662,70662
37.6,28184,4991,45326,23553,ZCTA5 70663,70663
32.1,10933,1667,59524,24639,ZCTA5 70665,70665
41.6,6727,1330,36548,21487,ZCTA5 70668,70668
34.4,10024,1763,46862,22816,ZCTA5 70669,70669
34,22040,1526,67098,25761,ZCTA5 70706,70706
29.8,3812,694,46777,22616,ZCTA5 70710,70710
30.9,5440,1232,47759,20428,ZCTA5 70711,70711
42.5,4446,110,73906,4174,ZCTA5 70712,70712
35.4,20194,2864,44439,21124,ZCTA5 70714,70714
41.4,1709,694,43177,18581,ZCTA5 70715,70715
37,4409,776,54514,26526,ZCTA5 70719,70719
24.6,1161,402,53203,16062,ZCTA5 70721,70721
38.5,6026,1125,42687,24169,ZCTA5 70722,70722
30.6,1884,968,26444,13904,ZCTA5 70723,70723
33.8,1932,0,69067,28199,ZCTA5 70725,70725
33.8,52962,7018,57246,25447,ZCTA5 70726,70726
35.5,986,0,71625,29211,ZCTA5 70729,70729
46.3,3686,305,53333,29917,ZCTA5 70730,70730
50.5,1093,42,49432,25198,ZCTA5 70732,70732
44.9,1649,263,37122,24110,ZCTA5 70733,70733
31.8,7207,692,74555,28687,ZCTA5 70734,70734
24.5,663,176,53393,16252,ZCTA5 70736,70736
34.8,39141,5443,60590,26991,ZCTA5 70737,70737
38.6,13844,1040,73424,33352,ZCTA5 70739,70739
37.5,1295,117,49250,28272,ZCTA5 70740,70740
46.7,215,0,146111,48587,ZCTA5 70743,70743
37.9,6099,1455,38856,22015,ZCTA5 70744,70744
40.7,93,35,24479,20252,ZCTA5 70747,70747
43,6440,1104,41489,17350,ZCTA5 70748,70748
47.4,1381,128,42716,32112,ZCTA5 70749,70749
42.8,1598,385,31188,20711,ZCTA5 70750,70750
39.5,970,73,62863,28435,ZCTA5 70752,70752
46.8,975,78,41250,18865,ZCTA5 70753,70753
38.8,9013,834,55758,24260,ZCTA5 70754,70754
39.8,2221,450,60787,25483,ZCTA5 70755,70755
50.3,354,55,30972,49989,ZCTA5 70756,70756
38,3207,588,40089,25404,ZCTA5 70757,70757
50.1,1368,203,32396,19750,ZCTA5 70759,70759
43.6,6478,1335,33176,21094,ZCTA5 70760,70760
44.9,951,186,34583,18604,ZCTA5 70761,70761
51.2,732,48,54167,33743,ZCTA5 70762,70762
40,3539,218,71661,33581,ZCTA5 70763,70763
35.6,17881,3363,45608,22396,ZCTA5 70764,70764
36.5,14864,1938,50000,24600,ZCTA5 70767,70767
34.1,37603,2766,88494,32972,ZCTA5 70769,70769
41,3543,32,86958,34196,ZCTA5 70770,70770
43.4,777,76,43281,26802,ZCTA5 70772,70772
28.3,230,0,54429,27293,ZCTA5 70773,70773
37.7,10644,1151,54357,26048,ZCTA5 70774,70774
41.4,10705,1744,62517,29004,ZCTA5 70775,70775
41.9,5238,270,60726,14395,ZCTA5 70776,70776
37.2,4600,207,64718,26629,ZCTA5 70777,70777
34.8,2331,250,67951,30322,ZCTA5 70778,70778
41.6,1293,108,54345,25973,ZCTA5 70780,70780
48.6,297,47,26000,24396,ZCTA5 70782,70782
40.3,2943,466,51198,24087,ZCTA5 70783,70783
34.2,20861,2552,61977,25132,ZCTA5 70785,70785
72.1,74,0,,11443,ZCTA5 70787,70787
38.4,3975,947,33942,19106,ZCTA5 70788,70788
33.2,547,168,30036,11456,ZCTA5 70789,70789
35.5,24783,2513,61561,26026,ZCTA5 70791,70791
,10,0,,,ZCTA5 70801,70801
31.4,27332,9634,25043,14499,ZCTA5 70802,70802
19.5,1057,314,21333,4376,ZCTA5 70803,70803
28.5,30474,10711,28031,13418,ZCTA5 70805,70805
33.8,28020,6084,38504,27541,ZCTA5 70806,70806
27.5,19910,6423,24646,12025,ZCTA5 70807,70807
31.3,32149,4900,64650,38609,ZCTA5 70808,70808
35.5,23397,2049,59230,43085,ZCTA5 70809,70809
34.4,37296,4911,73894,42161,ZCTA5 70810,70810
32.6,13647,3141,44965,19410,ZCTA5 70811,70811
34.4,11358,2290,43948,19871,ZCTA5 70812,70812
34.2,15321,2409,53073,22500,ZCTA5 70814,70814
34.2,29419,4618,47979,24507,ZCTA5 70815,70815
31.9,43144,6525,50057,28140,ZCTA5 70816,70816
39.2,32327,1427,88490,39184,ZCTA5 70817,70817
41,9536,868,65948,29116,ZCTA5 70818,70818
32.2,4756,743,45032,18603,ZCTA5 70819,70819
22.5,18708,9232,25790,21163,ZCTA5 70820,70820
,0,0,,,ZCTA5 70836,70836
43.8,4579,1333,29153,21822,ZCTA5 71001,71001
37.9,1450,461,32321,21013,ZCTA5 71003,71003
45.4,443,91,28988,18614,ZCTA5 71004,71004
39.7,12601,767,75120,29679,ZCTA5 71006,71006
36,1158,186,71447,31919,ZCTA5 71007,71007
38.3,731,107,38929,19627,ZCTA5 71008,71008
39.8,1876,302,34360,19574,ZCTA5 71016,71016
51,1317,232,34948,20358,ZCTA5 71018,71018
38.2,8621,1840,37588,21132,ZCTA5 71019,71019
46.1,617,221,18015,13609,ZCTA5 71021,71021
42.8,3250,522,38632,22830,ZCTA5 71023,71023
38.1,1522,485,27266,17587,ZCTA5 71024,71024
41.6,2145,700,36514,18970,ZCTA5 71027,71027
50.1,1467,295,32955,22002,ZCTA5 71028,71028
59.6,130,40,29063,22751,ZCTA5 71029,71029
37.4,1478,381,43893,20083,ZCTA5 71030,71030
49.8,1012,151,44250,20250,ZCTA5 71031,71031
43.6,2017,261,48958,28672,ZCTA5 71032,71032
46.1,3424,328,46442,25701,ZCTA5 71033,71033
31.3,354,33,37250,15176,ZCTA5 71034,71034
36.2,19425,2308,64447,29374,ZCTA5 71037,71037
45.2,4304,1068,30017,19705,ZCTA5 71038,71038
40.6,2194,595,41108,19709,ZCTA5 71039,71039
38.8,8868,2072,34936,16237,ZCTA5 71040,71040
31.7,729,273,33816,15624,ZCTA5 71043,71043
56,632,68,32153,28171,ZCTA5 71044,71044
39.3,829,142,39167,23064,ZCTA5 71045,71045
37.9,1491,164,41825,23280,ZCTA5 71046,71046
39.1,11839,767,52837,22112,ZCTA5 71047,71047
53.6,95,23,26500,23888,ZCTA5 71048,71048
37.3,3351,668,31761,18151,ZCTA5 71049,71049
41.2,2732,286,42332,30631,ZCTA5 71051,71051
37,10370,3250,28528,19432,ZCTA5 71052,71052
41.1,20291,3630,37870,21084,ZCTA5 71055,71055
42.3,2600,417,50380,20908,ZCTA5 71060,71060
50.8,1415,224,32773,21683,ZCTA5 71061,71061
49,662,123,27566,21674,ZCTA5 71063,71063
48.8,4019,567,34030,19982,ZCTA5 71064,71064
41.5,1199,206,36125,22113,ZCTA5 71065,71065
33.7,3751,780,45420,18744,ZCTA5 71067,71067
44.2,3512,1186,30846,18430,ZCTA5 71068,71068
46.8,545,201,19875,16859,ZCTA5 71069,71069
44.6,2079,380,40536,18272,ZCTA5 71070,71070
31.8,2922,187,49737,18999,ZCTA5 71071,71071
46.2,1467,167,43015,24082,ZCTA5 71072,71072
37.5,2195,409,37900,18912,ZCTA5 71073,71073
39.9,6544,2455,26146,16263,ZCTA5 71075,71075
42.1,5361,437,63343,26732,ZCTA5 71078,71078
20.2,384,162,65625,10556,ZCTA5 71079,71079
48,4953,897,29505,22587,ZCTA5 71082,71082
36.3,8737,3442,20410,12931,ZCTA5 71101,71101
36.2,8449,2881,22695,13335,ZCTA5 71103,71103
32.8,14466,2263,41970,24887,ZCTA5 71104,71104
35.4,22793,2280,57798,34128,ZCTA5 71105,71105
39.1,35163,6364,49644,33917,ZCTA5 71106,71106
34.9,34019,8419,38920,19372,ZCTA5 71107,71107
31.2,19036,5068,31034,14019,ZCTA5 71108,71108
36.1,21512,7163,22255,14792,ZCTA5 71109,71109
22.1,3129,234,41886,19524,ZCTA5 71110,71110
33.2,39900,7418,50526,28181,ZCTA5 71111,71111
34.8,31483,4212,51790,25153,ZCTA5 71112,71112
37.5,14460,1123,57650,40078,ZCTA5 71115,71115
35.2,26102,3454,48041,24182,ZCTA5 71118,71118
39.3,12404,1727,56113,29078,ZCTA5 71119,71119
33.1,13164,1257,44738,25050,ZCTA5 71129,71129
39.6,19721,4109,42507,33747,ZCTA5 71201,71201
30.3,31078,12309,22386,10704,ZCTA5 71202,71202
31.4,36950,7573,41229,21853,ZCTA5 71203,71203
19.4,113,0,,2012,ZCTA5 71209,71209
41,1123,227,29516,25851,ZCTA5 71219,71219
37.5,23428,6101,28600,16288,ZCTA5 71220,71220
39.5,3797,1808,25020,13605,ZCTA5 71222,71222
30.6,374,246,15833,9715,ZCTA5 71223,71223
34.4,7900,768,60108,26156,ZCTA5 71225,71225
40.8,1761,427,31018,18076,ZCTA5 71226,71226
32.8,3673,759,46328,25237,ZCTA5 71227,71227
35.9,1686,181,45658,18849,ZCTA5 71229,71229
40.8,6506,1318,38207,19010,ZCTA5 71232,71232
40.8,235,15,31333,22772,ZCTA5 71233,71233
46.2,3621,569,50052,23213,ZCTA5 71234,71234
44.6,3974,718,47038,23069,ZCTA5 71235,71235
29.8,2048,453,30380,12101,ZCTA5 71237,71237
40,2365,350,59643,25711,ZCTA5 71238,71238
39.1,9385,2655,36541,20505,ZCTA5 71241,71241
42.9,114,33,26875,18631,ZCTA5 71243,71243
24.7,4620,1818,24104,9844,ZCTA5 71245,71245
29.2,1102,313,28750,14271,ZCTA5 71247,71247
55,60,26,28750,15608,ZCTA5 71250,71250
39.4,9169,1860,37775,18510,ZCTA5 71251,71251
23.5,368,93,23750,14231,ZCTA5 71253,71253
32.6,6564,2808,22460,11044,ZCTA5 71254,71254
34.8,882,483,22500,11935,ZCTA5 71256,71256
35.4,1936,280,36477,16988,ZCTA5 71259,71259
43.7,3584,657,43526,20802,ZCTA5 71260,71260
52,1437,369,24444,20060,ZCTA5 71261,71261
42.3,7926,2064,33203,19164,ZCTA5 71263,71263
45.4,1095,86,39514,22529,ZCTA5 71264,71264
39.9,1572,308,40705,19605,ZCTA5 71266,71266
39.8,2486,221,40889,23433,ZCTA5 71268,71268
36.8,12809,2726,37490,18803,ZCTA5 71269,71269
27.6,31181,9774,34546,21917,ZCTA5 71270,71270
19.6,1985,0,,2206,ZCTA5 71272,71272
37.2,2673,416,42670,21590,ZCTA5 71275,71275
51,357,133,32273,12464,ZCTA5 71276,71276
44.9,1736,306,39659,17316,ZCTA5 71277,71277
10.5,66,66,,,ZCTA5 71279,71279
37.8,3424,780,43033,23962,ZCTA5 71280,71280
34.1,11222,4131,25155,13222,ZCTA5 71282,71282
49.5,529,64,33438,24237,ZCTA5 71286,71286
36,34018,4701,48191,25180,ZCTA5 71291,71291
37.6,19974,4147,35491,19616,ZCTA5 71292,71292
35.9,14624,4364,31850,16495,ZCTA5 71295,71295
35.1,22796,6466,32065,18587,ZCTA5 71301,71301
34.6,15682,4369,29306,14805,ZCTA5 71302,71302
37,20766,3630,48356,27502,ZCTA5 71303,71303
66.5,27,0,,56874,ZCTA5 71316,71316
39.5,6994,1584,30662,16203,ZCTA5 71322,71322
31,958,16,52500,28650,ZCTA5 71323,71323
28.3,1410,422,31599,31326,ZCTA5 71325,71325
39.5,1109,320,30538,15047,ZCTA5 71326,71326
36.5,6315,1002,38795,14055,ZCTA5 71327,71327
39.1,7637,1011,49284,21422,ZCTA5 71328,71328
34.3,841,207,37109,18372,ZCTA5 71331,71331
46.2,681,186,24128,25946,ZCTA5 71333,71333
34.9,9747,3303,21291,13884,ZCTA5 71334,71334
46.4,1361,203,33646,23484,ZCTA5 71336,71336
59.2,141,26,80972,53312,ZCTA5 71339,71339
33.7,1612,137,30560,19909,ZCTA5 71340,71340
41.6,2874,511,35426,17833,ZCTA5 71341,71341
37.8,8516,1011,47457,24146,ZCTA5 71342,71342
40.3,7752,1510,41734,21212,ZCTA5 71343,71343
56,124,106,9931,8495,ZCTA5 71345,71345
37.9,2688,380,38125,24903,ZCTA5 71346,71346
45.1,3971,767,35417,20321,ZCTA5 71350,71350
39.9,11031,2628,32115,17723,ZCTA5 71351,71351
43.4,1646,599,26719,19660,ZCTA5 71353,71353
38.2,1854,496,39539,20273,ZCTA5 71354,71354
35.1,3387,611,33266,21398,ZCTA5 71355,71355
34.1,812,351,16523,12479,ZCTA5 71356,71356
43,2291,699,29306,17770,ZCTA5 71357,71357
48.9,1018,156,37500,17670,ZCTA5 71358,71358
38.4,34973,5502,44004,24148,ZCTA5 71360,71360
32.5,1813,336,39491,20790,ZCTA5 71362,71362
41.9,1595,355,28333,19602,ZCTA5 71366,71366
40.6,1190,235,40341,17379,ZCTA5 71367,71367
40,1525,565,22287,15253,ZCTA5 71368,71368
35.3,2669,707,30298,14390,ZCTA5 71369,71369
39.2,1627,174,54219,27720,ZCTA5 71371,71371
38.6,7069,1800,36201,18136,ZCTA5 71373,71373
37.7,1219,570,22344,12880,ZCTA5 71375,71375
60.5,78,60,15833,5441,ZCTA5 71377,71377
42.4,2567,680,25625,17362,ZCTA5 71378,71378
