B01002_001E,B01003_001E,B17001_002E,B19013_001E,B19301_001E,NAME,zip code tabulation area
43.7,100,4,56875,33687,ZCTA5 68042,68042
55.5,497,55,35625,27398,ZCTA5 68044,68044
43.5,1923,204,52827,25020,ZCTA5 68045,68045
34.9,27000,1322,80600,32662,ZCTA5 68046,68046
44.9,1800,97,61827,29682,ZCTA5 68047,68047
42.4,12621,806,67022,30625,ZCTA5 68048,68048
35.4,784,35,54219,27690,ZCTA5 68050,68050
39.6,303,64,37750,16685,ZCTA5 68055,68055
48,1535,128,47500,24366,ZCTA5 68057,68057
54.4,322,16,65357,36007,ZCTA5 68058,68058
41.4,2933,102,66188,29041,ZCTA5 68059,68059
45.8,2330,201,47115,26064,ZCTA5 68061,68061
38.3,336,26,60250,22497,ZCTA5 68062,68062
47,313,15,53500,24264,ZCTA5 68063,68063
42.7,3257,302,55436,34729,ZCTA5 68064,68064
44.8,1484,172,57750,26860,ZCTA5 68065,68065
39.4,5205,485,51707,28218,ZCTA5 68066,68066
28.4,1193,328,34063,14672,ZCTA5 68067,68067
59.5,60,0,70625,36810,ZCTA5 68068,68068
45.3,2595,135,68125,51424,ZCTA5 68069,68069
30.1,1014,165,65972,20337,ZCTA5 68070,68070
20.6,2062,633,41400,12010,ZCTA5 68071,68071
54.6,21,0,36875,23629,ZCTA5 68072,68072
38,2014,43,72543,31410,ZCTA5 68073,68073
28.4,6102,1275,38131,30821,ZCTA5 68102,68102
34.2,35146,6382,41027,21776,ZCTA5 68104,68104
31,24803,6846,33774,17854,ZCTA5 68105,68105
35.1,20615,2364,52559,28432,ZCTA5 68106,68106
30.1,29657,7409,40555,15070,ZCTA5 68107,68107
30.1,14286,3433,34293,15830,ZCTA5 68108,68108
31.4,9245,3857,24723,10648,ZCTA5 68110,68110
30.3,22922,9287,24495,12236,ZCTA5 68111,68111
35.2,10930,1969,43546,19888,ZCTA5 68112,68112
21.4,1096,42,32216,16502,ZCTA5 68113,68113
38.8,17262,2053,50970,39494,ZCTA5 68114,68114
32.3,26561,978,88309,37309,ZCTA5 68116,68116
36.2,8357,707,45428,20757,ZCTA5 68117,68117
41.1,9207,273,118546,50235,ZCTA5 68118,68118
32,11452,1182,69015,26111,ZCTA5 68122,68122
31,27583,1101,67287,29795,ZCTA5 68123,68123
40.6,15532,1555,61771,36797,ZCTA5 68124,68124
35.4,21496,2013,46663,27718,ZCTA5 68127,68127
31.7,18449,1420,60628,30430,ZCTA5 68128,68128
37.2,18339,516,97942,46872,ZCTA5 68130,68130
29.8,13317,3623,31399,22157,ZCTA5 68131,68131
30.6,14457,2355,45321,33786,ZCTA5 68132,68132
38.3,9995,374,92500,35140,ZCTA5 68133,68133
34,29807,4144,47419,23669,ZCTA5 68134,68134
31.4,26403,781,102500,35383,ZCTA5 68135,68135
32.4,13852,368,88214,36559,ZCTA5 68136,68136
37.3,24538,1819,60691,29479,ZCTA5 68137,68137
31.8,11292,390,71227,29989,ZCTA5 68138,68138
31.7,3212,551,62174,35931,ZCTA5 68142,68142
39.3,24347,2014,58482,32966,ZCTA5 68144,68144
33,10339,1815,53997,22024,ZCTA5 68147,68147
45.9,6010,314,58021,36405,ZCTA5 68152,68152
38.5,22540,1567,67878,43006,ZCTA5 68154,68154
40.8,5204,351,65878,29952,ZCTA5 68157,68157
34.1,27399,2123,66906,33868,ZCTA5 68164,68164
19.4,1334,22,,3278,ZCTA5 68178,68178
42.3,1390,91,56250,26702,ZCTA5 68301,68301
47,264,56,34375,21816,ZCTA5 68303,68303
54.6,261,32,57500,35703,ZCTA5 68304,68304
43.9,4209,399,43874,26781,ZCTA5 68305,68305
40.9,457,22,55833,26946,ZCTA5 68307,68307
54.3,90,21,29643,20267,ZCTA5 68309,68309
43.2,14322,1873,44641,23665,ZCTA5 68310,68310
40.1,969,90,58750,27580,ZCTA5 68313,68313
44.4,449,49,63125,45127,ZCTA5 68314,68314
48.8,80,19,45441,21386,ZCTA5 68315,68315
41.5,384,34,54605,26397,ZCTA5 68316,68316
40.4,1531,48,79063,30851,ZCTA5 68317,68317
45.1,461,150,29875,15305,ZCTA5 68318,68318
40,612,11,60313,37760,ZCTA5 68319,68319
36.9,369,67,27292,16856,ZCTA5 68320,68320
42.9,304,12,62679,30042,ZCTA5 68321,68321
50.8,491,48,50114,29261,ZCTA5 68322,68322
54.2,244,23,29167,32042,ZCTA5 68323,68323
39.4,147,29,19875,21567,ZCTA5 68324,68324
59,160,10,57727,29014,ZCTA5 68325,68325
63.4,247,16,44583,29651,ZCTA5 68326,68326
51.5,295,36,40250,67048,ZCTA5 68327,68327
45.7,504,41,58542,29152,ZCTA5 68328,68328
44.9,583,53,44231,24100,ZCTA5 68329,68329
42.9,1016,51,65000,28454,ZCTA5 68331,68331
54.3,108,14,57917,20575,ZCTA5 68332,68332
30.7,8438,1798,40272,18396,ZCTA5 68333,68333
54,454,62,49271,26279,ZCTA5 68335,68335
45,377,9,127682,45256,ZCTA5 68336,68336
45.3,261,19,47679,25812,ZCTA5 68337,68337
34.8,374,11,58558,24261,ZCTA5 68338,68338
46.3,1238,65,70769,36398,ZCTA5 68339,68339
38.3,1007,72,46406,22816,ZCTA5 68340,68340
45,1080,64,60455,25880,ZCTA5 68341,68341
43.1,464,37,47404,23844,ZCTA5 68342,68342
42.7,940,40,52153,27138,ZCTA5 68343,68343
45.8,462,19,51466,26026,ZCTA5 68344,68344
52.2,294,22,47969,39538,ZCTA5 68345,68345
43.2,551,28,58869,27520,ZCTA5 68346,68346
37.3,2341,176,68981,32749,ZCTA5 68347,68347
45.3,236,14,43553,39028,ZCTA5 68348,68348
40.2,1182,31,63618,24354,ZCTA5 68349,68349
43.3,247,15,42500,22116,ZCTA5 68350,68350
47.3,874,56,58929,30002,ZCTA5 68351,68351
47.1,5157,805,43095,24128,ZCTA5 68352,68352
54.2,750,45,43229,26415,ZCTA5 68354,68354
46,5125,969,42375,23753,ZCTA5 68355,68355
52.6,353,11,45250,27377,ZCTA5 68357,68357
39,1764,151,68333,30722,ZCTA5 68358,68358
45.2,1603,49,55333,27692,ZCTA5 68359,68359
45.5,477,23,75313,34976,ZCTA5 68360,68360
43.6,2507,282,44451,23207,ZCTA5 68361,68361
21.5,94,20,175536,30684,ZCTA5 68362,68362
55.5,78,16,52500,27628,ZCTA5 68364,68364
55.8,250,4,50625,30128,ZCTA5 68365,68365
39.3,1289,79,54107,23264,ZCTA5 68366,68366
44.6,451,66,51875,25735,ZCTA5 68367,68367
46.6,384,18,57578,27944,ZCTA5 68368,68368
52.5,2009,197,44097,25042,ZCTA5 68370,68370
49.9,1499,91,60313,29506,ZCTA5 68371,68371
32.7,3214,144,64948,25652,ZCTA5 68372,68372
33.2,239,147,17969,7479,ZCTA5 68375,68375
47.6,1503,244,32399,22281,ZCTA5 68376,68376
47.2,525,50,51875,25517,ZCTA5 68377,68377
39.5,752,27,50288,26247,ZCTA5 68378,68378
49.8,71,5,34792,27659,ZCTA5 68379,68379
35.1,93,17,36875,17672,ZCTA5 68380,68380
54.1,232,22,76071,36846,ZCTA5 68381,68381
36.3,67,3,41250,18222,ZCTA5 68382,68382
32.4,637,29,48438,20109,ZCTA5 68401,68401
44.3,1201,57,82000,34394,ZCTA5 68402,68402
34.7,210,4,58571,23577,ZCTA5 68403,68403
40.5,1045,34,95000,35777,ZCTA5 68404,68404
36,3400,311,55964,26745,ZCTA5 68405,68405
44.1,573,62,50278,26606,ZCTA5 68406,68406
41.8,649,19,65417,29328,ZCTA5 68407,68407
47.7,764,34,69063,31530,ZCTA5 68409,68409
39.4,8817,1122,47764,24114,ZCTA5 68410,68410
33.2,524,23,67396,29603,ZCTA5 68413,68413
54.9,237,35,29667,24407,ZCTA5 68414,68414
43.8,640,38,54000,27064,ZCTA5 68415,68415
53.9,214,11,58125,31326,ZCTA5 68416,68416
51.2,284,31,61875,26063,ZCTA5 68417,68417
43.5,1054,42,57083,25108,ZCTA5 68418,68418
41.6,264,38,61875,28865,ZCTA5 68419,68419
47.2,1333,454,32831,20331,ZCTA5 68420,68420
21.8,1119,137,40417,20153,ZCTA5 68421,68421
38.5,463,25,48125,35861,ZCTA5 68422,68422
43.5,910,23,62619,27665,ZCTA5 68423,68423
47.6,721,50,51136,31111,ZCTA5 68424,68424
41.4,1357,24,79240,44830,ZCTA5 68428,68428
35.8,1512,26,95133,36928,ZCTA5 68430,68430
59.1,294,34,26875,16770,ZCTA5 68431,68431
43.6,271,32,45781,22315,ZCTA5 68433,68433
35.1,8388,634,59412,27734,ZCTA5 68434,68434
50.6,543,20,53333,31748,ZCTA5 68436,68436
51.3,216,12,43571,30342,ZCTA5 68437,68437
55.8,126,14,43542,23088,ZCTA5 68438,68438
27.8,659,80,56042,21539,ZCTA5 68439,68439
49.9,113,41,30833,17547,ZCTA5 68440,68440
41.8,334,42,47159,22164,ZCTA5 68441,68441
56.7,358,54,50083,33627,ZCTA5 68442,68442
42,1167,75,50893,24798,ZCTA5 68443,68443
39.3,51,1,50625,25702,ZCTA5 68444,68444
49.5,99,13,34375,25295,ZCTA5 68445,68445
42.2,2619,279,47399,27716,ZCTA5 68446,68446
55.6,490,63,40000,30412,ZCTA5 68447,68447
54.1,430,30,42778,27210,ZCTA5 68448,68448
44.6,3126,364,38482,15481,ZCTA5 68450,68450
53.8,117,16,45625,24603,ZCTA5 68452,68452
42.9,379,11,57813,22164,ZCTA5 68453,68453
35.7,653,20,50938,28271,ZCTA5 68454,68454
47,570,34,59107,27298,ZCTA5 68455,68455
42.5,1058,118,62647,30966,ZCTA5 68456,68456
42.3,397,52,31750,16787,ZCTA5 68457,68457
42.5,160,12,51250,25412,ZCTA5 68458,68458
49.6,900,72,61806,39267,ZCTA5 68460,68460
48.4,521,5,87240,52136,ZCTA5 68461,68461
36.6,4002,54,82648,39024,ZCTA5 68462,68462
35.9,1593,194,55854,24253,ZCTA5 68463,68463
50.1,468,52,41875,21570,ZCTA5 68464,68464
40.5,2481,226,53529,23443,ZCTA5 68465,68465
50.8,1887,175,37404,21241,ZCTA5 68466,68466
39.6,9334,823,47989,27159,ZCTA5 68467,68467
33.7,26156,4731,40943,25603,ZCTA5 68502,68502
26.6,15410,5244,31416,15609,ZCTA5 68503,68503
28.8,16336,3776,35748,19052,ZCTA5 68504,68504
33.1,15634,2235,49973,25064,ZCTA5 68505,68505
40.7,27995,1907,53797,31508,ZCTA5 68506,68506
39.8,13456,1290,48025,25633,ZCTA5 68507,68507
21.1,14340,3356,17483,10674,ZCTA5 68508,68508
37.1,20381,3676,40501,26974,ZCTA5 68510,68510
34.7,11875,566,72409,39312,ZCTA5 68512,68512
49.6,244,0,109464,41703,ZCTA5 68514,68514
37.5,39683,2025,78238,36590,ZCTA5 68516,68516
38.8,550,66,72267,35242,ZCTA5 68517,68517
55.6,989,78,78819,65871,ZCTA5 68520,68520
28,33692,7094,48430,21897,ZCTA5 68521,68521
30,12693,2011,59790,21741,ZCTA5 68522,68522
45.5,1361,10,99141,42286,ZCTA5 68523,68523
28.6,6250,788,58839,19894,ZCTA5 68524,68524
37.5,5071,158,112350,45038,ZCTA5 68526,68526
40.1,964,0,107759,40165,ZCTA5 68527,68527
27.7,6460,2176,52750,22996,ZCTA5 68528,68528
55.1,72,0,,16154,ZCTA5 68531,68531
37.2,896,0,82330,26175,ZCTA5 68532,68532
39.1,27824,3109,50219,24575,ZCTA5 68601,68601
44.8,2836,269,45244,25164,ZCTA5 68620,68620
65.1,452,15,68032,41438,ZCTA5 68621,68621
45.7,296,23,45417,29309,ZCTA5 68622,68622
49.7,305,41,28750,23339,ZCTA5 68623,68623
40.9,1218,96,52167,24384,ZCTA5 68624,68624
45.7,663,46,53125,24009,ZCTA5 68626,68626
46,625,82,48542,21532,ZCTA5 68627,68627
50.9,941,83,57344,29930,ZCTA5 68628,68628
44.9,1492,139,49231,28083,ZCTA5 68629,68629
35.4,480,28,58462,26987,ZCTA5 68631,68631
41,3774,381,45797,28822,ZCTA5 68632,68632
51.8,1355,83,44013,24748,ZCTA5 68633,68633
45.2,349,17,61875,23676,ZCTA5 68634,68634
44.3,414,28,44519,22494,ZCTA5 68635,68635
51.5,1022,48,52000,28223,ZCTA5 68636,68636
44.7,285,59,34821,26431,ZCTA5 68637,68637
47.5,1746,191,41538,24534,ZCTA5 68638,68638
43.2,1592,181,51806,22168,ZCTA5 68640,68640
45.2,1100,73,55278,33997,ZCTA5 68641,68641
35.8,1744,138,58529,25260,ZCTA5 68642,68642
46,931,36,53365,31545,ZCTA5 68643,68643
45.4,893,79,56731,23911,ZCTA5 68644,68644
42.7,557,139,36250,18907,ZCTA5 68647,68647
50.4,438,28,68750,28897,ZCTA5 68648,68648
38.3,1962,78,56205,27691,ZCTA5 68649,68649
46.6,1467,81,54350,26301,ZCTA5 68651,68651
44.6,825,24,52500,34489,ZCTA5 68652,68652
29.8,1020,38,70852,20902,ZCTA5 68653,68653
50.5,471,32,46250,30518,ZCTA5 68654,68654
46.1,107,14,47083,32049,ZCTA5 68655,68655
47,758,83,58438,29270,ZCTA5 68658,68658
47.7,156,6,71667,28723,ZCTA5 68659,68659
49.2,1196,128,41875,23633,ZCTA5 68660,68660
31.4,7074,1268,51341,20125,ZCTA5 68661,68661
45.6,1119,140,51184,28375,ZCTA5 68662,68662
49.6,607,92,40682,25597,ZCTA5 68663,68663
38.9,338,22,51667,24284,ZCTA5 68664,68664
49.6,896,71,54063,31188,ZCTA5 68665,68665
42.3,1720,135,54268,26727,ZCTA5 68666,68666
70.1,152,29,85270,30034,ZCTA5 68667,68667
44.7,400,26,57917,30161,ZCTA5 68669,68669
36.2,30292,4219,46546,24817,ZCTA5 68701,68701
42.7,689,55,46042,24326,ZCTA5 68710,68710
52.8,258,23,55536,26073,ZCTA5 68711,68711
40.7,2112,190,47941,23074,ZCTA5 68713,68713
48.2,1217,100,48661,25144,ZCTA5 68714,68714
41.1,1336,56,57109,27007,ZCTA5 68715,68715
53,878,82,45417,24187,ZCTA5 68716,68716
49.6,197,3,61250,30636,ZCTA5 68717,68717
52.6,1879,197,41190,30891,ZCTA5 68718,68718
56.9,89,0,46750,60192,ZCTA5 68719,68719
49.7,335,49,43438,31566,ZCTA5 68720,68720
52.7,584,59,42813,19957,ZCTA5 68722,68722
51.2,513,29,59000,25617,ZCTA5 68723,68723
47.5,157,26,46875,16998,ZCTA5 68724,68724
57,452,26,38125,25575,ZCTA5 68725,68725
45.4,850,131,41726,22499,ZCTA5 68726,68726
49.7,848,50,39821,23280,ZCTA5 68727,68727
43.8,251,16,47917,20756,ZCTA5 68728,68728
38.6,1995,225,45417,23571,ZCTA5 68729,68729
44.5,1868,137,50743,26285,ZCTA5 68730,68730
39.2,2764,270,57813,23871,ZCTA5 68731,68731
52.5,234,22,53333,24965,ZCTA5 68732,68732
41.7,1289,128,51250,27848,ZCTA5 68733,68733
30.6,156,2,67656,28783,ZCTA5 68734,68734
38.8,1020,103,38681,20843,ZCTA5 68735,68735
38.8,667,130,55104,35763,ZCTA5 68736,68736
45.8,2744,256,48750,23914,ZCTA5 68739,68739
46.5,661,70,51667,27058,ZCTA5 68740,68740
41.2,853,89,55833,25114,ZCTA5 68741,68741
39.6,173,51,28594,15760,ZCTA5 68742,68742
44.4,659,21,68594,29252,ZCTA5 68743,68743
34.7,1853,122,54063,28034,ZCTA5 68745,68745
43.8,487,60,38000,20634,ZCTA5 68746,68746
34.6,132,2,65625,32583,ZCTA5 68747,68747
36.7,3563,344,55327,21307,ZCTA5 68748,68748
56.2,31,15,26250,16716,ZCTA5 68749,68749
36.7,106,4,58750,20834,ZCTA5 68751,68751
35.3,835,109,51250,21880,ZCTA5 68752,68752
62.7,50,5,30000,25334,ZCTA5 68753,68753
47.4,303,12,57500,26395,ZCTA5 68755,68755
48,2003,229,43750,25381,ZCTA5 68756,68756
45.1,743,39,45625,26477,ZCTA5 68757,68757
54.5,961,80,42283,23865,ZCTA5 68758,68758
54.3,234,38,33333,21479,ZCTA5 68759,68759
40.4,1423,423,29605,15896,ZCTA5 68760,68760
45.5,452,76,38417,23642,ZCTA5 68761,68761
47.6,4977,464,42270,24673,ZCTA5 68763,68763
44.7,702,109,46389,23436,ZCTA5 68764,68764
39.5,1426,72,56250,25668,ZCTA5 68765,68765
49.6,428,161,28333,20275,ZCTA5 68766,68766
41,3296,82,59053,25556,ZCTA5 68767,68767
45.1,688,73,54583,22057,ZCTA5 68768,68768
49.7,1585,223,39911,23031,ZCTA5 68769,68769
40.6,1585,116,59107,28034,ZCTA5 68770,68770
45.6,1459,122,45577,24857,ZCTA5 68771,68771
39.6,180,9,53750,23551,ZCTA5 68773,68773
52.8,343,83,19464,24075,ZCTA5 68774,68774
30.4,15206,2966,43227,17851,ZCTA5 68776,68776
54.4,678,84,40491,22941,ZCTA5 68777,68777
52.6,499,101,34091,22689,ZCTA5 68778,68778
40.3,2687,357,48675,22076,ZCTA5 68779,68779
43,1045,62,61094,26748,ZCTA5 68780,68780
35.6,1562,93,45417,26567,ZCTA5 68781,68781
54.6,933,66,41602,27089,ZCTA5 68783,68783
37.2,2309,382,43750,20913,ZCTA5 68784,68784
44,196,4,46094,32914,ZCTA5 68785,68785
45.1,1014,131,48313,28050,ZCTA5 68786,68786
25.6,6736,1039,49167,24289,ZCTA5 68787,68787
42.6,5116,662,47344,23878,ZCTA5 68788,68788
39.3,152,14,61250,20374,ZCTA5 68789,68789
36.5,845,56,51696,21125,ZCTA5 68790,68790
36.7,1794,141,45435,26485,ZCTA5 68791,68791
50.4,342,57,39000,20121,ZCTA5 68792,68792
33.4,30923,5564,45136,20094,ZCTA5 68801,68801
39.4,22312,1921,53164,27198,ZCTA5 68803,68803
35.2,1322,270,46324,17738,ZCTA5 68810,68810
43,769,58,62813,26930,ZCTA5 68812,68812
45.4,563,45,46250,28129,ZCTA5 68813,68813
46.8,1000,115,48009,21682,ZCTA5 68814,68814
40.7,654,61,50278,22599,ZCTA5 68815,68815
42,144,0,55625,19131,ZCTA5 68816,68816
52,289,60,30568,21667,ZCTA5 68817,68817
40,5289,641,56583,25567,ZCTA5 68818,68818
54.6,398,46,40938,22731,ZCTA5 68820,68820
56.9,75,43,14375,20251,ZCTA5 68821,68821
38.4,4609,383,42219,23012,ZCTA5 68822,68822
50.4,2260,260,42436,22499,ZCTA5 68823,68823
42,1251,62,62778,23957,ZCTA5 68824,68824
47,1061,60,50179,23318,ZCTA5 68825,68825
40.3,3965,528,51523,25212,ZCTA5 68826,68826
52.3,700,35,50417,24935,ZCTA5 68827,68827
43.5,214,59,27125,17963,ZCTA5 68828,68828
48.3,745,80,54677,27213,ZCTA5 68831,68831
39.8,2005,125,68194,28452,ZCTA5 68832,68832
40.8,446,45,50063,20682,ZCTA5 68833,68833
26.7,354,14,46667,29373,ZCTA5 68834,68834
42.8,426,37,36250,21976,ZCTA5 68835,68835
36.2,1640,147,54519,25915,ZCTA5 68836,68836
74.6,53,9,29583,23155,ZCTA5 68837,68837
51.9,241,25,39625,26282,ZCTA5 68838,68838
37.2,2847,284,50714,21056,ZCTA5 68840,68840
39.7,690,22,60469,28547,ZCTA5 68841,68841
45.8,653,111,36806,21411,ZCTA5 68842,68842
44.8,734,34,56354,26300,ZCTA5 68843,68843
49.3,265,5,63750,31085,ZCTA5 68844,68844
26.5,21039,3497,53642,25486,ZCTA5 68845,68845
48.8,362,63,41000,23224,ZCTA5 68846,68846
35.3,16312,1738,48949,25163,ZCTA5 68847,68847
19.6,314,0,,3717,ZCTA5 68849,68849
30.3,12077,2174,42099,16289,ZCTA5 68850,68850
43,712,128,48750,24268,ZCTA5 68852,68852
54.1,1496,173,41510,27223,ZCTA5 68853,68853
46,943,67,50255,23762,ZCTA5 68854,68854
33.1,467,94,46875,21211,ZCTA5 68855,68855
42.4,547,77,47083,25877,ZCTA5 68856,68856
36.3,268,56,31250,18869,ZCTA5 68858,68858
42,523,139,41346,19093,ZCTA5 68859,68859
55.5,244,24,29107,20584,ZCTA5 68860,68860
44.8,61,0,47500,25130,ZCTA5 68861,68861
49.4,2949,394,40543,24763,ZCTA5 68862,68862
33.9,1262,184,47361,19430,ZCTA5 68863,68863
42.5,1295,223,45927,19963,ZCTA5 68864,68864
49.6,829,81,74583,35432,ZCTA5 68865,68865
42.2,900,12,56806,25710,ZCTA5 68866,68866
44.1,2110,198,43646,22759,ZCTA5 68869,68869
43.1,356,0,54432,32942,ZCTA5 68870,68870
29.3,264,44,45500,17369,ZCTA5 68871,68871
36.9,910,8,61625,25967,ZCTA5 68872,68872
39.5,3329,387,49455,29149,ZCTA5 68873,68873
48.6,1027,127,45156,22244,ZCTA5 68874,68874
37.1,698,88,44688,18133,ZCTA5 68875,68875
42.5,1454,94,55859,23026,ZCTA5 68876,68876
40.3,447,54,41528,23491,ZCTA5 68878,68878
41.3,413,137,34808,17929,ZCTA5 68879,68879
42,98,8,41042,18960,ZCTA5 68881,68881
43.8,512,52,47250,18659,ZCTA5 68882,68882
43.4,2337,200,62045,28250,ZCTA5 68883,68883
36.9,26199,3567,45430,24842,ZCTA5 68901,68901
55.1,1293,167,39659,26331,ZCTA5 68920,68920
47.3,1184,119,39583,23622,ZCTA5 68922,68922
43.8,107,23,50000,25934,ZCTA5 68923,68923
44.8,1113,54,52273,24303,ZCTA5 68924,68924
29.4,644,11,64167,24572,ZCTA5 68925,68925
48,910,274,30893,17125,ZCTA5 68926,68926
39.6,1291,95,50000,23297,ZCTA5 68927,68927
41.4,544,77,53125,23248,ZCTA5 68928,68928
46.3,177,29,63125,21279,ZCTA5 68929,68929
44.7,1430,159,44643,22939,ZCTA5 68930,68930
58.6,340,57,28542,17957,ZCTA5 68932,68932
46.8,969,46,50750,26495,ZCTA5 68933,68933
57.3,65,3,40313,47849,ZCTA5 68934,68934
35.5,946,124,32981,16992,ZCTA5 68935,68935
20.9,235,130,38125,13160,ZCTA5 68936,68936
47.2,1781,135,44545,25746,ZCTA5 68937,68937
39.8,482,60,41875,21098,ZCTA5 68938,68938
47.5,1286,239,40428,21074,ZCTA5 68939,68939
40.7,532,34,73333,29587,ZCTA5 68940,68940
41.3,868,64,48813,24575,ZCTA5 68941,68941
57.8,411,59,34107,21529,ZCTA5 68942,68942
49.8,269,51,41875,17249,ZCTA5 68943,68943
45.6,1134,200,46438,20706,ZCTA5 68944,68944
35.4,394,7,61594,30214,ZCTA5 68945,68945
57,120,4,72661,27687,ZCTA5 68946,68946
45.5,622,36,56250,33158,ZCTA5 68947,68947
38.1,261,44,50375,24682,ZCTA5 68948,68948
45,6464,680,45240,26991,ZCTA5 68949,68949
47.4,323,27,55192,29632,ZCTA5 68950,68950
49.8,94,17,31875,20545,ZCTA5 68952,68952
28.8,157,5,53750,16824,ZCTA5 68954,68954
37.5,1987,86,72692,28417,ZCTA5 68955,68955
44.5,1289,48,65625,30442,ZCTA5 68956,68956
43.6,598,29,62589,23709,ZCTA5 68957,68957
40.6,633,27,68977,30723,ZCTA5 68958,68958
40.5,3753,197,56213,29284,ZCTA5 68959,68959
36.6,216,18,49583,35727,ZCTA5 68960,68960
54.8,835,90,34881,22243,ZCTA5 68961,68961
55.8,95,0,45625,31639,ZCTA5 68964,68964
41.6,758,101,46905,20372,ZCTA5 68966,68966
47.2,1300,97,44485,26237,ZCTA5 68967,68967
57.1,36,0,80278,25581,ZCTA5 68969,68969
50.7,1426,268,34010,21202,ZCTA5 68970,68970
54.1,494,26,49107,28722,ZCTA5 68971,68971
52.9,251,21,41429,31333,ZCTA5 68972,68972
46,394,19,55125,26690,ZCTA5 68973,68973
49.8,146,42,25417,27486,ZCTA5 68974,68974
29.5,120,10,47333,25284,ZCTA5 68975,68975
47.1,198,4,63125,29961,ZCTA5 68976,68976
51.3,330,34,45556,22491,ZCTA5 68977,68977
52.3,2159,242,36198,24603,ZCTA5 68978,68978
40.5,2049,46,54044,25250,ZCTA5 68979,68979
35.6,449,22,60455,33355,ZCTA5 68980,68980
48.6,248,0,55417,30732,ZCTA5 68981,68981
45.7,654,41,54500,27517,ZCTA5 68982,68982
40.9,9142,1130,41549,22816,ZCTA5 69001,69001
50.6,392,38,49375,29383,ZCTA5 69020,69020
47,1466,117,48750,27751,ZCTA5 69021,69021
45,1575,163,44688,26277,ZCTA5 69022,69022
44.8,433,39,76250,52809,ZCTA5 69023,69023
48.5,1350,127,52411,27965,ZCTA5 69024,69024
38.3,1082,106,43750,24906,ZCTA5 69025,69025
60,182,31,31250,19572,ZCTA5 69026,69026
63.9,93,26,72857,30353,ZCTA5 69027,69027
49.2,844,83,63077,27249,ZCTA5 69028,69028
48.5,378,38,47500,22277,ZCTA5 69029,69029
43.3,302,39,38398,23905,ZCTA5 69030,69030
50.9,466,33,45000,24380,ZCTA5 69032,69032
44.5,2521,268,47807,28141,ZCTA5 69033,69033
42.3,1140,134,49423,21615,ZCTA5 69034,69034
59.5,42,9,26875,31683,ZCTA5 69036,69036
67.6,46,2,27250,40435,ZCTA5 69037,69037
45.8,524,80,48750,22757,ZCTA5 69038,69038
42.9,65,20,42500,15352,ZCTA5 69039,69039
46.1,774,92,40560,21497,ZCTA5 69040,69040
53.3,115,0,39833,46462,ZCTA5 69041,69041
40.2,63,26,43750,20589,ZCTA5 69042,69042
49,446,109,31607,23479,ZCTA5 69043,69043
50.3,748,108,31607,19357,ZCTA5 69044,69044
41.9,1178,166,38967,18328,ZCTA5 69045,69045
56,156,12,41250,23267,ZCTA5 69046,69046
38.4,29745,3445,45156,25867,ZCTA5 69101,69101
47.9,1025,105,46875,35567,ZCTA5 69120,69120
37.3,479,34,40455,17050,ZCTA5 69121,69121
47,729,126,45208,28540,ZCTA5 69122,69122
37.6,919,105,52857,25842,ZCTA5 69123,69123
41.5,409,81,37125,21555,ZCTA5 69125,69125
49.6,993,97,45500,25082,ZCTA5 69127,69127
55.7,322,40,57411,29381,ZCTA5 69128,69128
49.1,1265,135,42500,26177,ZCTA5 69129,69129
41.6,5411,695,46899,21825,ZCTA5 69130,69130
43.5,512,44,54688,29099,ZCTA5 69131,69131
37.5,162,15,60357,22676,ZCTA5 69132,69132
37.3,430,80,41691,29231,ZCTA5 69133,69133
35.9,353,4,61591,37064,ZCTA5 69134,69134
28.4,67,0,26620,16528,ZCTA5 69135,69135
42.4,4313,358,54091,26045,ZCTA5 69138,69138
45.3,1839,75,54925,27427,ZCTA5 69140,69140
52.5,308,22,52321,28660,ZCTA5 69141,69141
58.9,93,6,61563,40981,ZCTA5 69142,69142
41.1,1354,73,74844,36606,ZCTA5 69143,69143
42.7,208,0,48854,16846,ZCTA5 69144,69144
45.9,3143,373,41734,23347,ZCTA5 69145,69145
69.4,304,32,29917,24746,ZCTA5 69146,69146
62.1,628,44,31100,27142,ZCTA5 69147,69147
58.6,141,9,41375,56826,ZCTA5 69148,69148
40.8,704,52,57109,34221,ZCTA5 69149,69149
46.3,555,78,65938,24589,ZCTA5 69150,69150
46.3,838,36,53750,24609,ZCTA5 69151,69151
50.8,843,86,40871,21995,ZCTA5 69152,69152
48.1,5499,657,41853,25582,ZCTA5 69153,69153
51.3,1340,130,40568,22872,ZCTA5 69154,69154
39.7,1004,113,51107,25060,ZCTA5 69155,69155
42.3,637,106,49583,23179,ZCTA5 69156,69156
29.8,21,4,53000,12786,ZCTA5 69157,69157
50.7,74,4,43125,20538,ZCTA5 69161,69161
38.8,7972,1167,50382,28031,ZCTA5 69162,69162
50.4,828,111,45481,25348,ZCTA5 69163,69163
42.4,1964,157,63810,27154,ZCTA5 69165,69165
42.9,682,84,52500,27668,ZCTA5 69166,69166
40,278,47,54219,23123,ZCTA5 69167,69167
52.5,178,9,47750,28965,ZCTA5 69168,69168
38.4,605,46,55481,23379,ZCTA5 69169,69169
49,338,56,45114,22223,ZCTA5 69170,69170
,11,0,,,ZCTA5 69171,69171
